Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text
934,Qotel Jasola Vihar,"Jasola, New Delhi",Jun-23,The things are good cooperative staff,10,Love to stay budget friendly good atmosphere
935,Qotel Jasola Vihar,"Jasola, New Delhi",Aug-23,Good rooms,8,Nice atmosphere
936,Qotel Jasola Vihar,"Jasola, New Delhi",Aug-23,Awesome stay,9,Awsome
937,Qotel Jasola Vihar,"Jasola, New Delhi",Aug-23,Good rooms,9,Good stay love to stay
938,Qotel Jasola Vihar,"Jasola, New Delhi",Aug-23,All good,9,Overall is good Qotel great work but prefect example of hospitality
939,Qotel Jasola Vihar,"Jasola, New Delhi",Aug-23,Absolutely beautiful place,9,Interior was good overall stay is good must Visit the property good staff prefect facilities for guest
940,Qotel Jasola Vihar,"Jasola, New Delhi",Jul-23,Budget friendly,9,Staff is good overall stay is good
941,Qotel Jasola Vihar,"Jasola, New Delhi",Jul-23,Nice stay,9,Rooms are good
942,Qotel Jasola Vihar,"Jasola, New Delhi",Jun-23,Good,7,. Room decoration was good.
943,Qotel Jasola Vihar,"Jasola, New Delhi",Aug-23,Bad,1,"Room service poor, tv not working, room size was a match box ,got new room but that was not cleaned."
944,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Exceptional,10,Good location hotel and also nice care taker sarfaraz
945,Hotel Palm D'or,"Paharganj, New Delhi",May-23,Decent place near the NDLS railway for a stopover.,7,Very friendly staff. Good AC. Walking distance from train station. Quiet inside. Food and drink in the area.
946,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Passable,5,Staff gentile e helpful.
947,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Bad,1,Rooms don't have windows
948,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Exceptional,10,Sarfaraz
949,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Exceptional,10,"Sarfaraz was very helpful and nice, he allowed us to store our luggage and offer"
950,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Nice hotel,10,Location is prime and services are good. You'll get the better deal in cheap price.
951,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Exceptional,10,"Sarfraz sunil, good condition, hotel was very good and rooms were clean."
952,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Exceptional,10,Very clean place and great staff.
953,Hotel Palm D'or,"Paharganj, New Delhi",Aug-23,Exceptional,10,Sarfaraz very nice
954,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",Nov-22,Exceptional,10,good hotel and food was very tasty staff was good
955,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",Jun-23,Good,7,The staff members are very nice. Very helpful and co-operative.
956,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",May-23,Superb,9,Highly recommend for solo traveler the room is equipped with modern amenities like tea kettle card payment free WiFi and much more. The staff is supportive and helpful will visit again soon.
957,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",May-23,Very good,8,"Nice experience. From the moment I arrived, the staff were incredibly welcoming and went above and beyond to ensure my stay was comfortable and enjoyable.
The room was spacious and well-appointed, with all the amenities one could ask for. The bed was comfortable and the linens were of high quality, making for a great night's sleep. Only gym was missing...."
958,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",May-23,Good place to stay,8,"Staffs in front office , Restaurants and room service are friendly and responsive."
959,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",Apr-23,Good experience,8,Clean room
960,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",Apr-23,Superb,9,The staff were attentive and polite very helpful.at all t support your all teams.Rooms are very clean and comfortable. The food was very amazing and tasty
961,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",Mar-23,Superb,9,"Very good staff or rooms.
Resturent open 24/hours . 
Food was very tasty.
Rooms was very clean big"
962,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",Mar-23,Superb,9,Very good hotel. room was clean .staff was very good or helpful
963,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",Mar-23,Very good,8,big and clean
964,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Jan-23,amazing,10,"attention to detail
immaculate"
965,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Aug-23,Relaxing amazing stay.,10,"Staff, they made the children feel special and ensured we all enjoyed our stay. The gym was well stocked and even had staff to guide you if needed. The restaurant staff were amazing this goes for the chefs and servers. The rooms were a great size with a bath which enabled us to relax and rest after a long holiday and before we travelled home. The late checkout was amazing and the buffet food was some of the freshest I have eaten, flavours and choice spoilt us. 
This was also very well priced for 2 rooms."
966,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Aug-23,Excellent Stay,9,"Staff was very courteous and the Hospitality was remarkable, food was excellent at K3 Restaurant"
967,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Jul-23,I’m comeback soon :),10,Everything is the best hotel in Delhi
968,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Aug-23,Good,7,Location
969,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Aug-23,Very good,8,"After getting bit disappointed by reception staff behaviour on the other hand we got such a lovely hospitality at JW Marriott K3 restaurant.
Here,we would like to say special thanks to K3 restaurant’s staff member Mr.Anuj and his team for making our day by showing top hospitality at the time of dinner on 14Aug and breakfast on busiest morning of 15Aug.  Mr. Anuj was looking  after each and every guest in such an enthusiastic way   we felt so special,he took proper care of everything both days at the busiest time of dinner and breakfast. Food and hospitality at K3 restaurant and staff was brilliant. Thanks to JW Marriott’s Mr. Anuj at K3 restaurant for bringing smile on our faces with his top hospitality."
970,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Aug-23,Superb,9,Service on high level. Nice breakfeast.
971,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Aug-23,"Overall, we as a family loved staying at JWM👍 We will be back!!!",7,Quite surprised room booking did not come with complimentary breakfast!!!
972,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Aug-23,"Lovely property, uncomfortable bed",8,"Food, cleanliness, staff, hospitality, ambience"
973,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",Aug-23,Exceptional,10,"Hospitality,food and best in class rooms."
974,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Aug-22,Visit. love. experience.,10,"It was a lovely experience. The entire team went the extra mile to make our night very special.
We really enjoyed ourselves and food and service was amazing.
We had a beautiful stay and would highly recommend this hotel."
975,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Aug-23,Good,9,"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all.."
976,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Jul-23,Ungrateful.,7, · taxi service to the airport. very late and we couldn't check in. It's not a good experience.
977,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Aug-23,Comfortable and well maintained hotel,9,Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..
978,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Aug-23,Superb,9,"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing.."
979,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Aug-23,Nice choice.,9,The staff is super nice and helpful. Great value for the price.
980,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Aug-23,Very clean and updated,9,"Everything is there to make our stay a unique moment. The staff is attentive and the room service admirable The reception  are very professional.. Nice hotel, Got an early check-in without no problem."
981,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Jul-23,Very satisfied,9,"Stay was amazing. Room was clean and comfortable.. Loved the service, the magnificent view and the staff's hospitality.. Overall amazing experience. Thanks to the staff and management for making ths stat pleasant and stress-free.."
982,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Jul-23,Well managed hotel,9,"Best budget friendly hotel in karol bagh.. The courteous and efficient staff made my stay at this hotel outstanding. The food was delicious, and the peaceful room ensured a good night's rest.."
983,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",Jul-23,Nice and comfort,9,"I had a wonderful stay at this hotel, it was even better than I anticipated. The rooms were comfortable and well-equipped. The price was incredibly reasonable for the level of comfort and service provided.."
984,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",Apr-23,Excellent,10,"It was a lovely experience. The entire team went the extra mile to make our night very special.
We really enjoyed ourselves and food and service was amazing.
We had a beautiful stay and would highly recommend this hotel."
985,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",Aug-23,Passable,5,"The man in reception was so polite and helpful.
They let me to leave my bag in hotel.
The room wasn't WoW but it was OK for one night."
986,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",Jul-23,Good,7,Staff members are very good I like Aditya hotel
987,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",May-23,Better than expected.,7,They clean the room and change bedsheets every two days.
988,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",May-23,Passable,5,Yes
989,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",May-23,Passable,5,It was near railway station
990,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",Apr-23,Good,7,Ok
991,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",Mar-23,OK for one night,6,Location. Was good when you could find it
992,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",Aug-23,Very poor,2, · Only during entry
993,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",Aug-23,It was worst for 800,4,Nothing kuch bhi aisa nahi
994,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Aug-23,Exceptional,10,Excellent Great hotel ambienc
995,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Aug-23,Great,9,Value for money. Clineliness.
996,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Aug-23,Superb,9,눀 – great helpful staff and good location. rooms were clean and bathroom was great. wifi is good
997,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Aug-23,Exceptional,10,Location was great….next to all amenities
998,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Aug-23,Very good,10,Value for money. The staff are very helpful and Close Railway Station.
999,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Aug-23,Good hotel,9,Absolutely gorgeous and beautiful hotel. hotel was amazing and hospitality is awesome and comfortable... rooms staff behaviour was amazing and helpful .......
1000,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Aug-23,Superb,9,"Great hospitality by the staff. Beni and team had been very nice to their guests. The food was superb. Rates can be a little more effective and parking space to be well managed, very few.
All the best"
1001,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Aug-23,Superb,9,"눀 – this place is very clean and the staff is very nice and helpful!! Small but comfortable common areas. The bathrooms were modern and clean, The rooms are not very big, but they are comfortable and clean."
1002,THE HOTEL AMBIENCE,"Paharganj, New Delhi",Jul-23,Not at all recommended,1,"Nothing at all. Terrible experience 
Rude staff
Not even finding a single thing i liked"
